,title,synopsis,label
6151,I Am David,"based on anne holm's acclaimed young adult novel north to freedom, i am david chronicles the struggles of a 12-year-old boy who manages to flee a communist concentration camp on his own -- through sheer will and determination. all he has in his possession is a loaf of bread, a letter to deliver to someone in denmark and a compass to help get him there.",1
6152,Inside,"alex has a disturbing hobby of following strangers...until one night he gets caught. instead of calling the police, the couple--fascinated by alex's resemblance to their dead son--asks him to stay, and alex finds himself trapped in a horrifying existence of desperation, despair, and insanity.",2
6153,Mickey's Once Upon a Christmas,"mickey, minnie, and their famous friends goofy, donald, daisy and pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of christmas past.",11
6154,Captain Kidd,"this unhistorical account of pirate captain kidd revolves around treasure and treachery. in 1699, william kidd, presenting himself as an honest shipmaster, dupes king william iii into backing his mission to fight pirates, with a crew of condemned pirates and the promise of pardon.",3
6155,The Notorious Bettie Page,"bettie page grew up in a conservative religious family in tennessee and became a photo model sensation in 1950s new york. bettie's legendary pin-up photos made her the target of a senate investigation into pornography, and transformed her into an erotic icon who continues to enthrall fans to this day.",4
6156,Ben 10: Secret of the Omnitrix,"after a battle in a power plant, ben notices something strange is happening with the omnitrix, but doesn't tell anyone. tetrax arrives, and tells them the omnitrix is broadcasting a self destruct signal. tetrax and ben go to find the creator of the omnitrix to fix the omnitrix before it destroys itself and the universe along with it. gwen stows away to help her cousin.",3
6157,Don't Tell Mom the Babysitter's Dead,"sue ellen crandell is a teenager eagerly awaiting her mother's summer-long absence. while the babysitter looks after her rambunctious younger siblings, sue ellen can party and have fun. but then the babysitter abruptly dies, leaving the crandells short on cash. sue ellen finds a sweet job in fashion by lying about her age and experience on her résumé. but, while her siblings run wild, she discovers the downside of adulthood",3
6158,Land of the Blind,a soldier recounts his relationship with a famous political prisoner attempting to overthrow their country's authoritarian government.,3
6159,Clarkson: Heaven and Hell,"and so, this is the big one. i trawl the whole of cardom to bring you seven great cars and truffle the undergrowth looking for seven automotive disasters. the good ones - the ferraris, the porches and the aston martins are driven to within an inch of their lives on the track. some are even handed over to the stig who makes a guest appearance. the bad ones are killed. sawn in half. hung, drawn and quartered. they're hammered and blown to pieces with dynamite and their skeletons left in the open to rot. i even find time for a game of car jousting. it's heaven then, and hell.",3
6160,Every Which Way But Loose,"philo beddoe is your regular, easygoing, truck-driving guy. he's also the best bar-room brawler west of the rockies. and he lives with a 165-pound orangutan named clyde. like other guys, philo finally falls in love - with a flighty singer who leads him on a screwball chase across the american southwest. nothing's in the way except a motorcycle gang, and legendary brawler tank murdock.",8
6161,First Born,"laura's expecting. her husband, steven's a loving guy but has little time for her. her mom lives thousands of miles away. forced to give up on her dreams, she's always been a bit edgy. a c-section drives her over the edge, making her see things in a different light. a creepy babysitter doesn't make things any better. she begins seeing things, trusts no one, as she goes into self-destruct mode.",3
6162,The Plague,"all the worldwide children of less than nine years fall in coma at the same time. ten years later, tom russel is released from prison after killing a man in a fight, and returns to his home town, more specifically to his older brother home, who has a son in coma. tom intends to rebuild his life, but his ex-wife jean raynor is hurt and does not want to see him.",8
6163,Becket,"king henry ii of england has trouble with the church. when the archbishop of canterbury dies, he has a brilliant idea. rather than appoint another pious cleric loyal to rome and the church, he will appoint his old drinking and wenching buddy, thomas becket, technically a deacon of the church, to the post. unfortunately, becket takes the job seriously and provides abler opposition to henry.",3
6164,Dark Ride,"ten years after he brutally murdered two girls, a killer escapes from a mental institution and returns to his turf, the theme park attraction called dark ride. about to crash his path are a group of college kids on a road trip who stumble across the park.",2
6165,Hood of Horror,a hip hop horror anthology of three tales of terror told by the hound of hell (snoop dogg) that revolve around the residents of an inner-city neighborhood whose actions determine where they will go in the afterlife.,3
6166,Tooth and Nail,"in a post-apocalyptic world, a small group of survivors, who call themselves foragers, plan to rebuild civilization from their headquarters in an empty hospital based in what is left of philadelphia. but they're soon forced into a face-off war with the rovers, another gang of survivors whom are a brutal gang of cannibals.",12
6167,Unearthed,"in the desert area of hat creek, cows are found partially devoured and the farmers believe that a wolf is attacking the cattle. the alcoholic sheriff annie flynn is called by the local farmer rob horn to witness the remains of an animal to request reimbursement from the government and for an accident with a tank truck that is blocking the road.",3
6168,Jimmy Carr: In Concert,"britain's foremost multi award winning joke technician jimmy carr returns with his fourth live stand up dvd, jimmy carr in concert.",0
6169,Frank Skinner: Stand-Up,"frank skinner has been in the stand-up game for well over 20 years and this dvd showcases him at the peak of his talents at the birmingham's national indoor arena (nia) in front of a packed audience as part of his 2007 tour. since quitting tv 2 years ago, skinner has focused on his stand-up and this show is the culmination of those efforts.",0
6170,The BFG,"sophie is snatched from her orphanage early one morning by the bfg (big friendly giant), whom she witnesses engaged in mysterious activities. she is soon put at ease, as she learns that bfg's job is to collect, catalog and deliver pleasant dreams to children. she joins him that night, but a mean giants follow them, planning to eat the children of the world.",11
6171,Seed,"after surviving the electric chair, convicted serial killer max seed is buried alive. he digs himself out of the grave and goes on a killing spree. taking revenge on the men who put him there and random unfortunates alike.",2
6172,Blackball,"blackball follows the fortunes of cliff starkey, a working-class fine of lawn bowls with an exceptional talent. wanting to take on the aussies he manages to become regional champion, only to get banned. sports agent rich schwartz picks him up and makes him so popular the bowls committee deem to lift the ban. now the question is whether he can regain his form and his friends to beat the aussies.",3
6173,The Family That Preys,"alice pratt, a hard working christian woman, raised her two daughters while managing a simple diner of her own. her snobbish and arrogant daughter andrea graduated in economic science and works in a construction corporation while her sister pam stayed with alice and worked in the diner. andrea is married to construction worker chris, who works in the same corporation as his wife but dreams of starting up his own business. however she is being unfaithful to him - with their boss william cartwright. william is the son of alice's best friend, the wealthy charlotte cartwright. while alice travels with charlotte on a road trip, the ambition and infidelity of william triggers a series of events that will affect relationships in both families.",8
6174,UFC 95: Sanchez vs Stevenson,"the ultimate fighting championship returns to london’s o2 arena on saturday, february 21st, and in the ufc 95 main event, it will be one of the most intriguing bouts of the new year as exciting welterweight contender diego “nightmare” sanchez makes his lightweight debut against former world title challenger joe “daddy” stevenson.",10
6175,Car Wash,"this day-in-the-life cult comedy focuses on a group of friends working at sully boyar's car wash in the los angeles ghetto. the team meets dozens of eccentric customers -- including a smooth-talking preacher, a wacky cab driver and an ex-convict -- while cracking politically incorrect jokes to a constant soundtrack of disco and funk. some of the workers find romance as the day moves along, but most are just happy to get through another shift.",5
6176,Five Miles to Midnight,"immediately after lisa (loren) declares that she is leaving her immature, abusive, but easy-going husband robert (perkins), he is reported dead in a plane crash. secretly still alive, he convinces her to collect his life insurance, although she knows that it's a bad idea. lisa must contend with the complications of the scheme, which involve an aggressive suitor (young), robert's jealousy, and her own guilt.",5
6177,LD 50 Lethal Dose,"re-formed by a coded message to their web site, a group of animal rights activists set off to free an imprisoned colleague from a terrifying ordeal. their rescue mission leads them to a disused lab, but what should have been a simple raid turns into a series of twisted and mind bending incidents where the free and the caged switch places, in this tormented psychological horror.",3
6178,Swimming Upstream,a young man aspiring for recognition of his talents battles against his estranged father's sentiment towards him as the father deals with his own demons.,13
6179,Dead Tone,"as another semester draws to a close at the university of dreyskill, a simple game dreamt to help students avoid studying becomes a bloody battle for survival.",3
6180,Love and a .45,"small-time criminal watty watts attempts to rob a convenience store with his drug-addict buddy, billy mack black. the robbery, however, leads to murder, and soon watty leaves billy behind and goes on the run with his beloved girlfriend, starlene. heading toward mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. can watty and starlene make it south of the border without getting caught?",2
6181,The Abdication,queen christina of sweden abdicates and travels to rome to embrace the catholic church.,3
6182,Adventures of Huckleberry Finn,adventurous huck finn prefers rafting on the mississippi river rather than being a part of civilization.,3
6183,Rope of Sand,story of a south african diamond mine watched over by a sadistic policeman tasked with looking out for smugglers.,3
6184,Return of the Killer Tomatoes!,crazy old professor gangreen has developed a way to make tomatoes look human for a second invasion.,1
6185,Shadows,"john cassavetes’s directorial debut revolves around a romance in new york city between lelia, a light- skinned black woman, and tony, a white man. the relationship is put in jeopardy when tony meets lelia’s darker-skinned jazz singer brother, hugh, and discovers that her racial heritage is not what he thought it was. shot on location in manhattan with a mostly nonprofessional cast and crew, shadows is a penetrating work that is widely considered the forerunner of the american independent film movement.",4
6186,Disney Princess Enchanted Tales: Follow Your Dreams,"your little princess will want to follow her dreams as she tags along on an adventure with two of disney's most popular princesses in this new animated fairy tale. aurora, star of the beloved classic sleeping beauty, and jasmine, from the academy award-winning film aladdin, journey to faraway lands and make new discoveries about themselves.",4
6187,The Bank,"the bank, a world ripe with avarice and corruption, where o'reilly and his ilk can thrive and honest aussie battlers lose everything. enter jim doyle a maverick mathematician who has devised a formula to predict the fluctuations of the stock market. when he joins o'reilly's fold, he must first prove his loyalty to the ""greed is good"" ethos. which way will he go? what does he have to hide?",3
6188,The Greatest Game Ever Played,"a biopic of 20-year-old francis ouimet who defeated his golfing idol and 1900 us open champion, harry vardon.",1
6189,Furnace,a ghost story taking place at a maximum security prison. a detective (michael paré ) is called to investigate a string of unexplained deaths as the prisoners fear for their lives.,2
6190,Snow Day,"when an entire town in upstate new york is closed down by an unexpected snowfall, a ""snow day"" begins when a group of elementary school kids, led by natalie brandston, try to ensure that the schools stay closed by stopping a mechanical snowplow driver by trying to hijack his plow truck. meanwhile, natalie's big brother hal is using this day to try to win the affections of claire bonner, the most popular girl in his high school, while hal and natalie's father tom, a tv meteorologist, faces off against a rival meteorologist for weather coverage of the day's events.",6
6191,Daniel's Daughter,"when a woman learns that her father has passed away, she must confront the past (and the town) she left behind.",7
6192,Starflight: The Plane That Couldn't Land,"starflight one, a commercial aircraft that can whisk passengers around the globe in a matter of hours, embarks on its maiden voyage. the trip goes horribly awry, however, when the aircraft is forced out of the atmosphere and into outer space. as it is too dangerous to attempt reentry, captain cody briggs, his passengers and his crew brave declining levels of oxygen while nasa scientists scramble to launch a rescue mission in a race against time.",12
6193,The Hamiltons,"the hamiltons seem to be the picture-perfect american family. they are hardworking community members; giving to their local charities, attending town hall meetings and always respectful of their neighbors...except for the fact that they usually end up killing them.",7
6194,Twelve O'Clock High,"in the early days of daylight bombing raids over germany, general frank savage must take command of a 'hard luck' bomber group. much of the story deals with his struggle to whip his group into a disciplined fighting unit in spite of heavy losses, and withering attacks by german fighters over their targets.",3
6195,Dane Cook: Vicious Circle,"vicious circle captures the hottest comic in america in his first hbo comedy event, a unique ""in the round"" performance before his hometown boston fans.",0
6196,Dream 2,"dream.2 middle weight grandprix 2008 1st round was a mixed martial arts event promoted by dream. it took place on tuesday, april 29, 2008 at the saitama super arena in saitama city, japan. the event hosted the opening round of the promotion's middleweight grand prix. all bouts were conducted under dream rules, (1str x 10 min, 2ndr x 5min) in an 84 kg/185 lbs weight class.",3
6197,Around the Bend,"a tale of four generations of men, all of whom have had their offspring at a young age: a great-grandfather, a grandfather, a father in his twenties and a son who is about 7 years old. when the oldest member passes away, the trio heads out on the road together in the southwest to search out an old family secret that connects to their past.",1
6198,HDNet Fights: Furious Finishes,furious finishes - best knockouts and submissions on hdnet fights,3
6199,Agnes Browne,"set in dublin in 1967, the story of feisty woman, who along with her seven children, learns to cope with adversity after the unexpected death of her husband.",8
6200,HDNet Fights: IFL 2008-05-16,"ifl live on hdnet may 16, 2008. 3 belts on the line and also the comeback of chris horodecki who was upset by ryan schultz in the finals of the 2007 ifl grand prix, failing to become the first ifl lightweight champion.",3
6201,Rage Against The Machine: The Battle Of Mexico City,"outside mexico city's sports pavilion, hundreds of young rage fans rattle metal fences and throw rocks at the increasingly nervous police. inside, a seething crowd of 5,000 lucky ticket holders cram into the cavernous pavilion chanting anti-government slogans and poking their middle fingers into the thick, sweaty air while waiting for rage against the machine to storm the stage.",3
6202,The Pirates Who Don't Do Anything: A VeggieTales Movie,"a boatload of beloved veggietales pals embark on a fun and fresh pirate adventure with their trademark humor and silly songs in the pirates who don't do anything - a veggietales movie! larry the cucumber, mr. lunt and pa grape find themselves on the ride of their lives when they are mysteriously whisked back to the time when pirates ruled the high seas.",3
6203,Monsters vs Aliens,"when susan murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. the military jumps into action and captures susan, secreting her away to a covert government compound. she is renamed ginormica and placed in confinement with a ragtag group of monsters...",3
6204,Kissing a Fool,"an egotistical television personality enlists the assistance of his best friend in putting the fidelity of his fiancé to the test in this amiable comedy of the sexes. told in flashback, the film takes a familiar love-triangle scenario and gives it a bitter twist. with a bride who seems too good for either suitor, the film is sustained by one question - who will she choose?",0
6205,The 7th Voyage of Sinbad,"when a princess is shrunken by an evil wizard, sinbad must undertake a quest to an island of monsters to cure her and prevent a war.",12
6206,The Last House on the Left,"a disturbed gang of youths kidnap, torture and murder two teenage girls; unbeknownst to the gang, the parents of one of the girls live nearby...",11
6207,PNYC: Portishead - Roseland New York,"portishead concert in the roseland ballroom, new york city, on the 24th july 1997 with tracks from the albums ""dummy"" and ""portishead"" played by the band and a 30 piece orchestra.",4
6208,Otis,"after being captured and tortured by the psychopath otis, teen cheerleader riley lawson escapes and informs her parents, who quickly sidestep sluggish fbi agents and take matters into their own hands. but the lawsons' revenge plan hits a snag when otis's unusual brother enters the picture.",3
6209,Australia: Land Beyond Time,australia: land beyond time takes viewers on a breathtaking journey back in time to witness the birth and evolution of a mysterious land that harbors remnants of earth's earliest life and many of it's strangest creatures that exist nowhere else on the planet.,12
6210,Get Smart's Bruce and Lloyd Out of Control,"bumbling r&d inventors bruce and lloyd get out of the lab and into the field as they search to locate their latest invention - which has somehow gone missing. when you're used to spending your day inventing the most cutting edge spy equipment known to man, adapting the stealth and guile needed to become a true secret agent doesn't come naturally. unfortunately the invisibility cloak that the pair recently collaborated on has disappeared, and in order to ensure that it doesn't fall into the hands of kaos they will have to master the skills of a true spy. but how exactly does one find an object that's invisible to begin with? as the search gets underway, these brainy inventors are given an eye-opening crash course in high-level espionage.",3
6211,Griffin & Phoenix,a terminally ill man falls in love with a woman who has a secret that threatens their time spent together.,8
6212,Affliction: Banned,"affliction: banned was a mixed martial arts event co-promoted by affliction clothing and adrenaline mma.[2] it took place on july 19, 2008 at the honda center in anaheim, california. the card featured many of the top mma heavyweight fighters. the main event was the return of pride world heavyweight championship fedor emelianenko fighting against former two-time ufc heavyweight champion tim sylvia. the event also saw fights between former ufc heavyweight champions andrei arlovski and ben rothwell, josh barnett took on pedro rizzo, and former ufc light-heavyweight champion vitor belfort fought terry martin. former ufc standout matt lindland and former pride fc standout antônio rogério nogueira also competed.",10
6213,Affliction: Day of Reckoning,"affliction: day of reckoning was a mixed martial arts event promoted by affliction entertainment on january 24, 2009, in anaheim, california at the honda center. it was originally scheduled for october 11, 2008, at the thomas and mack center in las vegas, nevada with a different fight card. the main event was former pride world heavyweight champion fedor emelianenko against former ufc heavyweight champion andrei arlovski. also on the card was josh ""babyface assassin"" barnett, who took on gilbert yvel. in a light-heavyweight match, former strikeforce champion renato ""babalu"" sobral took on rameau thierry sokoudjou. matt lindland was reassigned from a 195-pound catchweight bout with sobral to a middleweight matchup against former ufc light-heavyweight champion vitor belfort.",10
6214,Stiletto,"the seemingly random killings of an assassin puzzle her former lover, a wealthy greek crime boss whose organization is jeopardized by his love for her, and the detective following her rising body count",2
6215,Penny Dreadful,"young penny goes on a retreat with her psychologist; the intention is to help her overcome her phobia, an intense fear of cars. unexpected events find her in a nightmarish situation where her worst fears come true.",9
6216,Extreme Movie,a sketch comedy movie about the joys and embarrassments of teen sex. but mostly the embarrassments.,0
6217,Cirque du Soleil: Quidam,"a young girl has already seen everything there is to see and her world has lost all meaning. her anger shatters her world and she finds herself in the universe of quidam, where she is joined by a playful companion, as well as another mysterious character who attempts to seduce her with the marvelous, the unsettling and the terrifying.",9
6218,Cirque du Soleil: Alegria,"a far cry from the dialogue-free circus performances cirque du soleil is known for, alegria chronicles the fate of a small boy who has been forced into slavery. eventually, he learns that in order to free himself and the other children, he must defeat a fire-breathing or an equally tough but decidedly more philosophical inner dragon.",3
6219,Cirque du Soleil: Saltimbanco,"from the italian 'saltare in banco' – which literally means 'to jump on a bench' – saltimbanco explores the urban experience in all its myriad forms. between whirlwind and lull, prowess and poetry, it takes spectators on an allegorical and acrobatic journey into the heart and soul of the modern city.",3
6220,Cirque du Soleil: Varekai,"icarus (anton chelnokov) is the main character of varekai, who falls to the ground, breaking his legs as he does. he is suddenly in a strange, new world full of creatures he has never seen before. ""parachuted into the shadows of a magical forest, a kaleidoscopic world populated by fantastical creatures, this young man sets off on an adventure both absurd and extraordinary.",9
6221,The Triumph of the Nerds: The Rise of Accidental Empires,"it happened more or less by accident; the people who made it happen were amateurs; and for the most part they still are. from his own silicon valley garage, author bob cringley puts pc bigshots and nerds on the spot, and tells their incredible true stories. like the industry itself, the series is informative, funny and brash.",3
6222,Chop Shop,"alejandro, a tough and ambitious latino street orphan on the verge of adolescence, lives and works in an auto-body repair shop in a sprawling junkyard on the outskirts of queens, new york. in this chaotic world of adults, young alejandro struggles to make a better life for himself and his 16-year-old sister, isamar.",1
6223,At First Sight,a blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,5
6224,Grand Canyon Adventure: River at Risk,a documentary about a 15-day river-rafting trip on the colorado river aimed at highlighting water conservation issues.,0
6225,Journey to the End of the Night,"in a dark and decadent area of são paulo, the exiled americans sinatra and his son paul own a brothel. paul is a compulsive gambler addicted in cocaine and his father is married with the former prostitute angie, and they have a little son. when a client is killed by his wife in their establishment, they find a suitcase with drugs.",8
6226,Destiny in Space,"travel alongside the astronauts as they deploy and repair the hubble space telescope, soar above venus and mars, and find proof of new planets and the possibility of other life forming around distant stars.",5
6227,Mission to Mir,"this film shows how far we have come since the cold-war days of the 50s and 60s. back then the russians were our ""enemies"". and to them the americans were their ""enemies"" who couldn't be trusted. somewhere in all this a young girl in oklahoma named shannon set her sights on becoming one of those space explorers, even though she was told ""girls can't do that."" but she did.",12
6228,Straight Up: Helicopters in Action,"straight up: helicopters in action will take audiences on a series of aerial adventures. fly along with skilled helicopter crews as they carry out sea and mountain rescues, apprehend drug smugglers, repair high voltage lines, save endangered animals, deliver humanitarian aid, and undertake a reconnaissance mission. learn how helicopters are flown.",3
6229,Wolves,"a look at the great wolf debate with comments and views from people on both sides. it also contains footage of natives dressing up &amp; doing tribal dances. the link between wolves, bison, and native americans; as well as white man's reasoning behind their determination to eliminate bison and wolves from the landscape.",0
6230,Surviving Christmas,"drew latham is an executive leading an empty, shallow life with only wealth on his side. facing another lonely christmas ahead, he revisit his old childhood home in the hope of reliving some old holiday memories – but he finds that the house in which he was raised is no longer the home in which he grew up.",1
6231,Stitch! The Movie,"the continuing adventures of lilo, a little hawaiian girl, and stitch, the galaxy's most wanted extraterrestrial. stitch, pleakley, and dr. jumba are all part of the household now. but what lilo and stitch don't know is that dr. jumba brought one of his alien ""experiments"" to hawaii.",3
6232,Gracie,a teenager faces an uphill battle when she fights to give women the opportunity to play competitive soccer.,3
6233,Bomb It,"through interviews and guerilla footage of graffiti writers in action on five continents, the documentary tells the story of graffiti from its origins in prehistoric cave paintings thru its notorious explosion in new york city during the 70’s and 80’s, then follows the flames as they paint the globe.",4
6234,Deep Winter,"maverick downhill racer, tyler crowe, reunites with best friend and renegade snowboarder, mark rider. it doesn't take long for the old friends to take on a new mission. together they head to alaska, where led by a veteran guide, the two attempt the most daring descent on snow ever caught on film. but with glory comes risk. and this challenge is no exception.",0
6235,The Cowboys,"when his cattlemen abandon him for the gold fields, rancher wil andersen is forced to take on a collection of young boys as his cowboys in order to get his herd to market in time to avoid financial disaster. the boys learn to do a man's job under andersen's tutelage; however, neither andersen nor the boys know that a gang of cattle thieves is stalking them.",9
6236,Roy Jones Jr's Greatest Knockouts,roy jones jr's host a look back on some of his knockout wins. more the most part this is jones just beat the hell out of people i don't remember it once show jones even getting hit back with good shots. a good watch if you like jones style.,3
6237,Crossing Over,"immigrants from around the world enter los angeles every day, with hopeful visions of a better life, but little notion of what that life may cost. their desperate scenarios test the humanity of immigration enforcement officers. in crossing over, writer-director wayne kramer explores the allure of the american dream, and the reality that immigrants find – and create -- in 21st century l.a.",5
6238,The End Of America,"based on her book of the same name, naomi wolf presents controversial evidence that america has begun a frightening descent into dictatorship and fascism. american democracy, as we know it, is under attack. by examining the chilling parallels between the current state of our nation and the ascent of dictators and fascism in other once-free societies, wolf urges viewers to open their eyes to the horrors that lie ahead. from the increased use of paramilitary groups to the construction of secret prisons and the targeted suspension of the rule of law, the warning signs are all there for people to wake up and finally take notice.",3
6239,Who's Your Caddy?,"superstar rap mogul c-note wants to join the carolina pines golf & country club, but faces stiff opposition from the establishment's snooty members. c-note forces the issue by purchasing the land adjacent to the golf course's 17th hole. as the club leaders search for a way to revoke his membership, c-note realizes his family's honor and golf history are at stake, and digs in for the fight of his life.",3
6240,Teen Wolf Too,"although awkward college student todd howard is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. luckily for todd, he has inherited the same family curse that once turned his cousin into a werewolf. as he transforms into the hairy, fanged, howling monster, he finds both his physical agility and his popularity skyrocketing -- but at what cost?",6
6241,Nine Inch Nails: Beside You In Time,"capturing the powerful intensity and artistry of nine inch nails' amazing live performances during the 2005-2006 “live: with teeth” tour, the beside you in time concert film showcases the band in peak form.  a visually stunning experience with an array of inventive and ingenious lighting designs that draws the viewer in while focusing the force of nin’s epic sound into visual form.",0
6242,Dear Zachary: A Letter to a Son About His Father,"in 2001, andrew bagby, a medical resident, is murdered not long after breaking up with his girlfriend. soon after, when she announces she's pregnant, one of andrew's many close friends, kurt kuenne, begins this film, a gift to the child.",0
6243,The Barry Sheene Story,"life story - made with his authorization and full participation, barry shares his memories throughout with motor racing legend and friend murray walker. with further anecdotes from family and many celebrities from the world of racing.",5
6244,The Prince & Me 2: The Royal Wedding,"with just weeks before their royal wedding, paige and edvard find their relationship and the danish monarchy in jeopardy when an old law is brought to light, stating that an unmarried heir to the throne may marry only a woman of noble blood or else he must relinquish his crown.",1
6245,Black Swarm,"the widow, deputy sheriff jane kozik, moves from manhattan to black stone, new york, with her daughter kelsey kozik. there she expects to find a safe place to live. the day after moving, a homeless man is found dead in the tool shed of jane's blind friend beverly rowe. devin hall and the entomologist katherine randell are summoned to help with the investigation. devin is jane's brother-in-law and former boyfriend, and jane still has a crush on him. meanwhile, kelsey befriends the scientist eli giles, who has developed genetically modified wasps to the army as a weapon, and now he is trying to revert the process. when the wasps attack black stone, jane, devin and eli team-up to attempt to destroy the swarm.",3
6246,Beaches,"a privileged rich debutante and a cynical struggling entertainer share a turbulent, but strong childhood friendship over the years.",3
6247,Careless,"wiley roth finds a severed human finger in his kitchen one night. understandably freaked out, in a search across los angeles that brings them in contact with psychics, ineffectual police, crooked taxidermists, mysterious neighbors who might be on drugs, and a nine-fingered woman named cheryl who might, improbably, end up being the girl of his dreams.",2
6248,Back to School,"self-made millionaire thornton melon decides to get a better education and enrolls at his son jason's college. while jason tries to fit in with his fellow students, thornton struggles to gain his son's respect, giving way to hilarious antics.",3
6249,Alfie,a young man leads a promiscuous lifestyle until several life reversals make him rethink his purposes and goals in life.,5
6250,Armin Only: Ahoy' 2006,"the second armin only event returned to rotterdam’s ahoy stadium on saturday, november 11th. the debut in 2005 was an astonishing success on multiple fronts, which rightly called for a sequel. this year, the event drew again over 12,000 visitors who experienced an unforgettable night, which can best be described as an enchanting musical trip with dozens of surprises along the way",0
6251,Missing,based on the real-life experiences of ed horman. a conservative american businessman travels to chile to investigate the sudden disappearance of his son after a right-wing military takeover. accompanied by his son's wife he uncovers a trail of cover-ups that implicate the us state department which supports the right-wing dictatorship.,5
6252,Scooby-Doo! and the Cyber Chase,"when scooby and the gang get trapped in a video game created for them, they must fight against the 'phantom virus.' to escape the game they must go level by level and defeat the game once and for all.",3
6253,Grumpier Old Men,"a family wedding reignites the ancient feud between next-door neighbors and fishing buddies john and max. meanwhile, a sultry italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. but she's less interested in seafood than she is in cooking up a hot time with max.",11
6254,Fat Pizza,"fat pizza the film is yet another slice of life at a dodgy suburban sydney take away. bobo gigliotti the psychotic pizzeria owner/pizza chef is awaiting the arrival of his mail-order refugee bride lin chow bang, and a new pizza deliverer is on the block. channel v's jabba almost steals the show as token skip delivery boy davo dinkum, a stoner with a bong strapped to his face like a feedbag.",0
6255,UFC Fight Night 17: Lauzon vs. Stephens,"ufc fight night: lauzon vs. stephens, also referred to as ufc fight night 17 was a mixed martial arts event held by the ultimate fighting championship (ufc) on february 7 2009. originally named ufc fight night: lauzon vs. franca, jeremy stephens stepped up to take on joe lauzon after hermes franca suffered a torn acl during training and could no longer participate in this event.derek downey replaced amir sadollah after he was sidelined with a broken clavicle. dan miller replaced alessio sakara who pulled out of the bout with a shoulder injury. matt veach replaced george sotiropoulos who suffered a rib injury.",10
6256,EliteXC: Primetime,"elitexc: primetime main card aired live on cbs, marking the first time a mma event aired in primetime on major american network television. the most hyped fights was kimbo slice vs james thompson, robbie lawler vs scott smith and gina carano vs kaitlin young.",3
6257,Tiësto in Concert,"on may 10, 2003, for the first time on our planet, one dj has filled a soccer stadium with 25,000 people for an 8 hour performance/set. the show featured guest singers, live bands and performers, plus stunning visual effects.",0
6258,Aerosmith: You Gotta Move,"aerosmith's first official live dvd is a slickly produced affair that was originally made for and cablecast on the arts & entertainment network. the commercially released version is available in clean and parental advisory editions (for language) and also includes five bonus songs in a separate ""extras"" section not seen on the television version. by hal horowitz",0
6259,Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team,"at the winter olympics of 1980, after two tense weeks amidst growing cold war fears, the u.s. olympic hockey team found themselves playing improbably against the legendary unbeatable soviet army hockey team for olympic gold. from the live footage taken at lake placid, ny, and through interviews beginning with the team's assembly through the experience of winning the gold medal.",12
6260,Fire in the Sky,"a group of men who were clearing brush for the government arrive back in town, claiming that their friend was abducted by aliens. nobody believes them, and despite a lack of motive and no evidence of foul play, their friends' disappearance is treated as murder.",7
6261,Private Valentine: Blonde & Dangerous,"when fluffy, bubble gum movie star megan valentine suddenly finds herself broke and humiliated in the public eye, she wanders from the wreckage of a car accident and witlessly enlists in the u.s. army hoping in vain that it will change her life.",5
6262,Robot Jox,"50 years after a nuclear war, the two superpowers handle territorial disputes in a different way. each fields a giant robot to fight one-on-one battles in official matches, each piloted by a man inside, known as robot jockeys or jox. the contest for possession of alaska will be fought by two of the best. the conscientious achilles fights for the americans. opposing him is a russian, alexander.",12
6263,Conversations with Other Women,"reunited at a wedding after many years, former lovers again feel the pull of a mutual attraction neither is willing to admit. escaping the reception for the privacy of a hotel room, the unnamed pair explore the choices of the past that led them to the present.",3
6264,Larry the Cable Guy: Health Inspector,a slovenly cable repairman becomes a big-city health inspector and is tasked with uncovering the source of a food poisoning epidemic.,3
6265,Vacancy 2: The First Cut,"three young people check into the meadow view inn for a night's rest, fully unaware of the inn's sick-minded employees and their nefarious intentions.",9
6266,Paparazzi,a rising hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,8
6267,Evil Brain from Outer Space,an evil brain from outer space unleashes monsters with deadly diseases on earth with trying to conquer the universe. superhero starman must battle them all to save his planet.,12
6268,Kissing Jessica Stein,"jessica, a jewish copy editor living and working in new york city, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. the advertisement has been placed by 'lesbian-curious' helen cooper, a thirtysomething art gallerist.",4
6269,The Perfect Man,"holly is tired of moving every time her mom jean breaks up with yet another second-rate guy. to distract her mother from her latest bad choice, holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance jean and boost her self-esteem.",13
6270,For the Bible Tells Me So,an exploration of the intersection between religion and homosexuality in the u.s. and how the religious right has used its interpretation of the bible to stigmatize the gay community.,3
